review_user_id,app_id,app_version,rating,review_text,review_source,language,sentiment,complaint_category,developer_reply,thumbs_up_count,review_date,developer_reply_date,positive_review,negative_review
2394,7,,5,good,Google Play,English,Positive,General,False,0,2026-07-05 22:51:39,,True,False
2395,7,,1,delete aap,Google Play,English,Neutral,General,False,0,2026-07-05 22:44:56,,False,False
2396,7,,1,Grab keeps requiring old sms banking when I link VCB card. VCB recommends using Smart OTP and don't use SMS OTP as it is not secure enough. Grab team is either does not care about security or inability to adapt to newer technology. This is stupid.,Google Play,English,Positive,General,False,0,2026-07-05 22:35:09,,True,False
2397,7,5.417.0,5,good manners,Google Play,English,Positive,General,False,0,2026-07-05 22:25:16,,True,False
2398,7,,5,IM SUPER SATISFIED!!,Google Play,English,Neutral,General,False,0,2026-07-05 21:55:53,,False,False
2399,7,5.417.0,1,lemot buggy glitchy gengges,Google Play,English,Negative,General,False,1,2026-07-05 21:48:58,,False,True
2400,7,5.362.0,1,pesan terakhir 48% jasa merchant...edan,Google Play,English,Neutral,General,False,0,2026-07-05 21:41:45,,False,False
2401,7,5.417.0,1,"tài xế có địa chỉ, gửi cả định vị mà không tìm nổi! tự hủy chuyến!",Google Play,English,Neutral,General,False,0,2026-07-05 21:26:11,,False,False
2402,7,5.417.0,5,Sometimes the food prices is cheaper than other food app,Google Play,English,Neutral,General,False,0,2026-07-05 21:14:26,,False,False
2403,7,5.247.0,1,Problem. No. Proper guidelines,Google Play,English,Negative,General,False,0,2026-07-05 21:14:04,,False,True
2404,7,,1,can't delete my acc,Google Play,English,Neutral,General,False,0,2026-07-05 21:05:18,,False,False
2405,7,5.417.0,4,grab masukan aja nie yg pilihan makanan napa jd cm bs klik 1 macam sblmnya bs klik bbrp cth kyk nasi ayam mie skrng cm bs klik 1 ribet,Google Play,English,Neutral,General,False,0,2026-07-05 20:46:44,,False,False
2406,7,5.417.0,1,skema ovo paylater ubah seperti shopee paylater / gopay later. skema yg sekarang tidak menarik untuk digunakan!,Google Play,English,Neutral,General,True,0,2026-07-05 20:35:12,2021-06-27 12:31:27,False,False
2407,7,5.417.0,5,awesome,Google Play,English,Neutral,General,False,0,2026-07-05 20:12:53,,False,False
2408,7,5.417.0,5,good,Google Play,English,Positive,General,False,0,2026-07-05 19:39:25,,True,False
2409,7,5.417.0,5,cool,Google Play,English,Neutral,General,False,0,2026-07-05 18:43:56,,False,False
2410,7,5.417.0,5,👌🏻👌🏻,Google Play,English,Neutral,General,False,0,2026-07-05 17:23:00,,False,False
2411,7,5.416.0,1,"ordered on different mcdonalds far from my area because the bundle o wanted to buy was not available, after placing order the branch near me had the item I needed to buy. this app is a scam. will charge you more for Shipping fee",Google Play,English,Neutral,General,False,1,2026-07-05 17:05:46,,False,False
2412,7,5.416.0,4,excellent service,Google Play,English,Positive,General,False,0,2026-07-05 16:30:20,,True,False
2413,7,5.416.0,4,we need more taxi to on time,Google Play,English,Neutral,General,False,0,2026-07-05 15:59:27,,False,False
2414,7,5.417.0,5,good service,Google Play,English,Positive,General,False,0,2026-07-05 15:38:09,,True,False
2415,7,5.416.0,5,Thank-you for safe driving,Google Play,English,Neutral,General,False,0,2026-07-05 15:11:04,,False,False
2416,7,5.414.0,1,ok,Google Play,English,Neutral,General,False,1,2026-07-05 15:09:53,,False,False
2417,7,5.417.0,1,pesen plus car yg Dateng lcgc Avanza,Google Play,English,Neutral,General,False,1,2026-07-05 15:04:13,,False,False
2418,7,5.417.0,5,good 👍,Google Play,English,Positive,General,False,0,2026-07-05 14:50:14,,True,False
2419,7,5.389.0,1,pesanan saya batalkan tapi sudah lebih dari 7 hari uang tidak dikembalikan. saya tanyakan kemana pengembaliannya malah ribet menanyakan nomor kartu debitnya segala. memangnya ga bisa liat sendiri sama adminnya nomor kartu debit terdaftar? KECEWA BERAT!!!,Google Play,English,Neutral,General,False,0,2026-07-05 14:39:19,,False,False
2420,7,,5,wow ilove it so amazing 😍😘,Google Play,English,Positive,General,False,0,2026-07-05 14:27:10,,True,False
2421,7,5.417.0,1,"Update: really bad search engine. I look for pork innards and the results show halal food. Kemon la, fix your search code.",Google Play,English,Negative,General,False,1,2026-07-05 14:18:43,,False,True
2422,7,5.417.0,5,good,Google Play,English,Positive,General,False,0,2026-07-05 13:26:44,,True,False
